Date,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status
26/08/2000,46,V ugm-3,53,V ugm-3,123,V ugm-3
27/08/2000,20,V ugm-3,29,V ugm-3,60,V ugm-3
28/08/2000,23,V ugm-3,30,V ugm-3,65,V ugm-3
29/08/2000,46,V ugm-3,41,V ugm-3,112,V ugm-3
30/08/2000,19,V ugm-3,34,V ugm-3,63,V ugm-3
31/08/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
01/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
02/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
03/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
04/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
05/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
06/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
07/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
08/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
09/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
10/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
11/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
12/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
13/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
14/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
15/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
16/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
17/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
18/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
19/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
20/09/2000,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
21/09/2000,50,V ugm-3,43,V ugm-3,119,V ugm-3
22/09/2000,78,V ugm-3,45,V ugm-3,165,V ugm-3
23/09/2000,22,V ugm-3,32,V ugm-3,64,V ugm-3
24/09/2000,22,V ugm-3,29,V ugm-3,63,V ugm-3
25/09/2000,49,V ugm-3,37,V ugm-3,112,V ugm-3
26/09/2000,39,V ugm-3,33,V ugm-3,92,V ugm-3
27/09/2000,34,V ugm-3,29,V ugm-3,81,V ugm-3
28/09/2000,57,V ugm-3,45,V ugm-3,132,V ugm-3
29/09/2000,44,V ugm-3,41,V ugm-3,108,V ugm-3
30/09/2000,80,V ugm-3,47,V ugm-3,168,V ugm-3
01/10/2000,36,V ugm-3,31,V ugm-3,86,V ugm-3
02/10/2000,60,V ugm-3,33,V ugm-3,125,V ugm-3
03/10/2000,77,V ugm-3,40,V ugm-3,158,V ugm-3
04/10/2000,87,V ugm-3,47,V ugm-3,180,V ugm-3
05/10/2000,75,V ugm-3,46,V ugm-3,165,V ugm-3
06/10/2000,113,V ugm-3,49,V ugm-3,222,V ugm-3
07/10/2000,86,V ugm-3,44,V ugm-3,175,V ugm-3
08/10/2000,47,V ugm-3,32,V ugm-3,103,V ugm-3
09/10/2000,93,V ugm-3,46,V ugm-3,188,V ugm-3
10/10/2000,73,V ugm-3,43,V ugm-3,155,V ugm-3
11/10/2000,80,V ugm-3,45,V ugm-3,167,V ugm-3
12/10/2000,169,V ugm-3,65,V ugm-3,324,V ugm-3
13/10/2000,203,V ugm-3,68,V ugm-3,378,V ugm-3
14/10/2000,106,V ugm-3,53,V ugm-3,216,V ugm-3
15/10/2000,41,V ugm-3,45,V ugm-3,107,V ugm-3
16/10/2000,106,V ugm-3,46,V ugm-3,208,V ugm-3
17/10/2000,97,V ugm-3,47,V ugm-3,196,V ugm-3
18/10/2000,105,V ugm-3,49,V ugm-3,209,V ugm-3
19/10/2000,122,V ugm-3,54,V ugm-3,240,V ugm-3
20/10/2000,121,V ugm-3,52,V ugm-3,236,V ugm-3
21/10/2000,107,V ugm-3,43,V ugm-3,206,V ugm-3
22/10/2000,69,V ugm-3,39,V ugm-3,145,V ugm-3
23/10/2000,58,V ugm-3,37,V ugm-3,125,V ugm-3
24/10/2000,81,V ugm-3,43,V ugm-3,166,V ugm-3
25/10/2000,51,V ugm-3,38,V ugm-3,115,V ugm-3
26/10/2000,80,V ugm-3,45,V ugm-3,166,V ugm-3
27/10/2000,66,V ugm-3,44,V ugm-3,145,V ugm-3
28/10/2000,35,V ugm-3,33,V ugm-3,86,V ugm-3
29/10/2000,9,V ugm-3,16,V ugm-3,30,V ugm-3
30/10/2000,25,V ugm-3,24,V ugm-3,62,V ugm-3
31/10/2000,46,V ugm-3,33,V ugm-3,103,V ugm-3
01/11/2000,36,V ugm-3,33,V ugm-3,87,V ugm-3
02/11/2000,38,V ugm-3,46,V ugm-3,104,V ugm-3
03/11/2000,99,V ugm-3,48,V ugm-3,200,V ugm-3
04/11/2000,94,V ugm-3,49,V ugm-3,191,V ugm-3
05/11/2000,19,V ugm-3,31,V ugm-3,59,V ugm-3
06/11/2000,25,V ugm-3,33,V ugm-3,71,V ugm-3
07/11/2000,60,V ugm-3,41,V ugm-3,132,V ugm-3
08/11/2000,59,V ugm-3,40,V ugm-3,130,V ugm-3
09/11/2000,73,V ugm-3,44,V ugm-3,155,V ugm-3
10/11/2000,71,V ugm-3,49,V ugm-3,158,V ugm-3
11/11/2000,23,V ugm-3,29,V ugm-3,64,V ugm-3
12/11/2000,22,V ugm-3,30,V ugm-3,64,V ugm-3
13/11/2000,112,V ugm-3,55,V ugm-3,225,V ugm-3
14/11/2000,178,V ugm-3,70,V ugm-3,341,V ugm-3
15/11/2000,179,V ugm-3,59,V ugm-3,333,V ugm-3
16/11/2000,76,V ugm-3,49,V ugm-3,165,V ugm-3
17/11/2000,81,V ugm-3,53,V ugm-3,176,V ugm-3
18/11/2000,46,V ugm-3,39,V ugm-3,109,V ugm-3
19/11/2000,42,V ugm-3,39,V ugm-3,103,V ugm-3
20/11/2000,112,V ugm-3,51,V ugm-3,222,V ugm-3
21/11/2000,95,V ugm-3,45,V ugm-3,191,V ugm-3
22/11/2000,40,V ugm-3,34,V ugm-3,94,V ugm-3
23/11/2000,83,V ugm-3,50,V ugm-3,176,V ugm-3
24/11/2000,80,V ugm-3,49,V ugm-3,170,V ugm-3
25/11/2000,34,V ugm-3,32,V ugm-3,84,V ugm-3
26/11/2000,16,V ugm-3,24,V ugm-3,48,V ugm-3
27/11/2000,66,V ugm-3,45,V ugm-3,145,V ugm-3
28/11/2000,50,V ugm-3,32,V ugm-3,108,V ugm-3
29/11/2000,41,V ugm-3,35,V ugm-3,98,V ugm-3
30/11/2000,50,V ugm-3,48,V ugm-3,125,V ugm-3
01/12/2000,40,V ugm-3,34,V ugm-3,95,V ugm-3
02/12/2000,57,V ugm-3,43,V ugm-3,130,V ugm-3
03/12/2000,30,V ugm-3,35,V ugm-3,80,V ugm-3
04/12/2000,29,V ugm-3,30,V ugm-3,75,V ugm-3
05/12/2000,37,V ugm-3,31,V ugm-3,88,V ugm-3
06/12/2000,50,V ugm-3,39,V ugm-3,115,V ugm-3
07/12/2000,37,V ugm-3,37,V ugm-3,94,V ugm-3
08/12/2000,36,V ugm-3,33,V ugm-3,87,V ugm-3
09/12/2000,38,V ugm-3,34,V ugm-3,92,V ugm-3
10/12/2000,19,V ugm-3,24,V ugm-3,53,V ugm-3
11/12/2000,38,V ugm-3,33,V ugm-3,91,V ugm-3
12/12/2000,30,V ugm-3,26,V ugm-3,72,V ugm-3
13/12/2000,25,V ugm-3,25,V ugm-3,64,V ugm-3
14/12/2000,73,V ugm-3,45,V ugm-3,156,V ugm-3
15/12/2000,109,V ugm-3,54,V ugm-3,220,V ugm-3
16/12/2000,119,V ugm-3,56,V ugm-3,237,V ugm-3
17/12/2000,52,V ugm-3,41,V ugm-3,120,V ugm-3
18/12/2000,112,V ugm-3,49,V ugm-3,219,V ugm-3
19/12/2000,50,V ugm-3,36,V ugm-3,112,V ugm-3
20/12/2000,45,V ugm-3,37,V ugm-3,106,V ugm-3
21/12/2000,49,V ugm-3,34,V ugm-3,108,V ugm-3
22/12/2000,72,V ugm-3,44,V ugm-3,154,V ugm-3
23/12/2000,35,V ugm-3,45,V ugm-3,99,V ugm-3
24/12/2000,13,V ugm-3,25,V ugm-3,44,V ugm-3
25/12/2000,1,V ugm-3,8,V ugm-3,10,V ugm-3
26/12/2000,3,V ugm-3,14,V ugm-3,19,V ugm-3
27/12/2000,59,V ugm-3,37,V ugm-3,126,V ugm-3
28/12/2000,73,V ugm-3,53,V ugm-3,165,V ugm-3
29/12/2000,85,V ugm-3,54,V ugm-3,183,V ugm-3
30/12/2000,70,V ugm-3,48,V ugm-3,155,V ugm-3
31/12/2000,22,V ugm-3,28,V ugm-3,61,V ugm-3
01/01/2001,5,V ugm-3,15,V ugm-3,23,V ugm-3
02/01/2001,32,V ugm-3,31,V ugm-3,79,V ugm-3
03/01/2001,46,V ugm-3,36,V ugm-3,107,V ugm-3
04/01/2001,61,V ugm-3,44,V ugm-3,137,V ugm-3
05/01/2001,80,V ugm-3,42,V ugm-3,165,V ugm-3
06/01/2001,64,V ugm-3,41,V ugm-3,139,V ugm-3
07/01/2001,27,V ugm-3,28,V ugm-3,68,V ugm-3
08/01/2001,73,V ugm-3,40,V ugm-3,150,V ugm-3
09/01/2001,119,V ugm-3,50,V ugm-3,231,V ugm-3
10/01/2001,25,V ugm-3,26,V ugm-3,64,V ugm-3
11/01/2001,13,V ugm-3,22,V ugm-3,41,V ugm-3
12/01/2001,29,V ugm-3,28,V ugm-3,73,V ugm-3
13/01/2001,39,V ugm-3,29,V ugm-3,88,V ugm-3
14/01/2001,8,V ugm-3,19,V ugm-3,32,V ugm-3
15/01/2001,45,V ugm-3,22,V ugm-3,91,V ugm-3
16/01/2001,156,V ugm-3,45,V ugm-3,283,V ugm-3
17/01/2001,171,V ugm-3,49,V ugm-3,310,V ugm-3
18/01/2001,205,V ugm-3,51,V ugm-3,365,V ugm-3
19/01/2001,181,V ugm-3,52,V ugm-3,329,V ugm-3
20/01/2001,102,V ugm-3,42,V ugm-3,197,V ugm-3
21/01/2001,27,V ugm-3,29,V ugm-3,70,V ugm-3
22/01/2001,42,V ugm-3,29,V ugm-3,94,V ugm-3
23/01/2001,28,V ugm-3,27,V ugm-3,69,V ugm-3
24/01/2001,34,V ugm-3,33,V ugm-3,85,V ugm-3
25/01/2001,36,V ugm-3,35,V ugm-3,90,V ugm-3
26/01/2001,38,V ugm-3,29,V ugm-3,87,V ugm-3
27/01/2001,41,V ugm-3,25,V ugm-3,87,V ugm-3
28/01/2001,52,V ugm-3,26,V ugm-3,104,V ugm-3
29/01/2001,86,V ugm-3,29,V ugm-3,160,V ugm-3
30/01/2001,85,V ugm-3,31,V ugm-3,160,V ugm-3
31/01/2001,63,V ugm-3,26,V ugm-3,122,V ugm-3
01/02/2001,118,V ugm-3,31,V ugm-3,210,V ugm-3
02/02/2001,94,V ugm-3,25,V ugm-3,170,V ugm-3
03/02/2001,36,V ugm-3,20,V ugm-3,75,V ugm-3
04/02/2001,23,V ugm-3,18,V ugm-3,54,V ugm-3
05/02/2001,25,V ugm-3,18,V ugm-3,56,V ugm-3
06/02/2001,10,V ugm-3,15,V ugm-3,30,V ugm-3
07/02/2001,26,V ugm-3,22,V ugm-3,61,V ugm-3
08/02/2001,16,V ugm-3,25,V ugm-3,50,V ugm-3
09/02/2001,92,V ugm-3,38,V ugm-3,178,V ugm-3
10/02/2001,33,V ugm-3,35,V ugm-3,86,V ugm-3
11/02/2001,10,V ugm-3,13,V ugm-3,28,V ugm-3
12/02/2001,20,V ugm-3,22,V ugm-3,52,V ugm-3
13/02/2001,99,V ugm-3,48,V ugm-3,199,V ugm-3
14/02/2001,140,V ugm-3,57,V ugm-3,271,V ugm-3
15/02/2001,119,V ugm-3,53,V ugm-3,234,V ugm-3
16/02/2001,77,V ugm-3,45,V ugm-3,162,V ugm-3
17/02/2001,50,V ugm-3,48,V ugm-3,125,V ugm-3
18/02/2001,56,V ugm-3,44,V ugm-3,129,V ugm-3
19/02/2001,78,V ugm-3,50,V ugm-3,168,V ugm-3
20/02/2001,99,V ugm-3,53,V ugm-3,204,V ugm-3
21/02/2001,52,V ugm-3,42,V ugm-3,122,V ugm-3
22/02/2001,45,V ugm-3,41,V ugm-3,110,V ugm-3
23/02/2001,57,V ugm-3,45,V ugm-3,132,V ugm-3
24/02/2001,47,V ugm-3,37,V ugm-3,109,V ugm-3
25/02/2001,27,V ugm-3,36,V ugm-3,77,V ugm-3
26/02/2001,29,V ugm-3,35,V ugm-3,79,V ugm-3
27/02/2001,33,V ugm-3,36,V ugm-3,86,V ugm-3
28/02/2001,14,V ugm-3,26,V ugm-3,47,V ugm-3
01/03/2001,13,V ugm-3,29,V ugm-3,50,V ugm-3
02/03/2001,22,V ugm-3,35,V ugm-3,68,V ugm-3
03/03/2001,17,V ugm-3,34,V ugm-3,60,V ugm-3
04/03/2001,15,V ugm-3,32,V ugm-3,55,V ugm-3
05/03/2001,59,V ugm-3,51,V ugm-3,141,V ugm-3
06/03/2001,25,V ugm-3,41,V ugm-3,79,V ugm-3
07/03/2001,32,V ugm-3,43,V ugm-3,93,V ugm-3
08/03/2001,75,V ugm-3,55,V ugm-3,169,V ugm-3
09/03/2001,46,V ugm-3,43,V ugm-3,113,V ugm-3
10/03/2001,34,V ugm-3,36,V ugm-3,88,V ugm-3
11/03/2001,22,V ugm-3,30,V ugm-3,64,V ugm-3
12/03/2001,33,V ugm-3,37,V ugm-3,88,V ugm-3
13/03/2001,44,V ugm-3,43,V ugm-3,109,V ugm-3
14/03/2001,82,V ugm-3,57,V ugm-3,183,V ugm-3
15/03/2001,72,V ugm-3,66,V ugm-3,176,V ugm-3
16/03/2001,12,V ugm-3,29,V ugm-3,47,V ugm-3
17/03/2001,14,V ugm-3,26,V ugm-3,47,V ugm-3
18/03/2001,6,V ugm-3,14,V ugm-3,23,V ugm-3
19/03/2001,39,V ugm-3,42,V ugm-3,102,V ugm-3
20/03/2001,11,V ugm-3,30,V ugm-3,46,V ugm-3
21/03/2001,34,V ugm-3,35,V ugm-3,86,V ugm-3
22/03/2001,82,V ugm-3,44,V ugm-3,169,V ugm-3
23/03/2001,36,V ugm-3,40,V ugm-3,94,V ugm-3
24/03/2001,22,V ugm-3,23,V ugm-3,57,V ugm-3
25/03/2001,5,V ugm-3,15,V ugm-3,22,V ugm-3
26/03/2001,22,V ugm-3,30,V ugm-3,64,V ugm-3
27/03/2001,27,V ugm-3,27,V ugm-3,68,V ugm-3
28/03/2001,49,V ugm-3,42,V ugm-3,116,V ugm-3
29/03/2001,68,V ugm-3,41,V ugm-3,144,V ugm-3
30/03/2001,40,V ugm-3,28,V ugm-3,89,V ugm-3
31/03/2001,16,V ugm-3,13,V ugm-3,36,V ugm-3
01/04/2001,13,V ugm-3,19,V ugm-3,39,V ugm-3
02/04/2001,28,V ugm-3,26,V ugm-3,69,V ugm-3
03/04/2001,26,V ugm-3,24,V ugm-3,62,V ugm-3
04/04/2001,17,V ugm-3,20,V ugm-3,46,V ugm-3
05/04/2001,22,V ugm-3,20,V ugm-3,53,V ugm-3
06/04/2001,22,V ugm-3,18,V ugm-3,51,V ugm-3
07/04/2001,31,V ugm-3,26,V ugm-3,74,V ugm-3
08/04/2001,11,V ugm-3,22,V ugm-3,38,V ugm-3
09/04/2001,46,V ugm-3,26,V ugm-3,96,V ugm-3
10/04/2001,21,V ugm-3,25,V ugm-3,58,V ugm-3
11/04/2001,11,V ugm-3,26,V ugm-3,42,V ugm-3
12/04/2001,42,V ugm-3,29,V ugm-3,93,V ugm-3
13/04/2001,19,V ugm-3,33,V ugm-3,62,V ugm-3
14/04/2001,44,V ugm-3,41,V ugm-3,108,V ugm-3
15/04/2001,13,V ugm-3,24,V ugm-3,44,V ugm-3
16/04/2001,9,V ugm-3,22,V ugm-3,35,V ugm-3
17/04/2001,47,V ugm-3,46,V ugm-3,118,V ugm-3
18/04/2001,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
19/04/2001,38,V ugm-3,45,V ugm-3,103,V ugm-3
20/04/2001,20,V ugm-3,41,V ugm-3,71,V ugm-3
21/04/2001,38,V ugm-3,49,V ugm-3,106,V ugm-3
22/04/2001,12,V ugm-3,36,V ugm-3,55,V ugm-3
23/04/2001,63,V ugm-3,64,V ugm-3,160,V ugm-3
24/04/2001,40,V ugm-3,57,V ugm-3,119,V ugm-3
25/04/2001,47,V ugm-3,56,V ugm-3,129,V ugm-3
26/04/2001,52,V ugm-3,56,V ugm-3,135,V ugm-3
27/04/2001,70,V ugm-3,66,V ugm-3,173,V ugm-3
28/04/2001,27,V ugm-3,39,V ugm-3,81,V ugm-3
29/04/2001,17,V ugm-3,37,V ugm-3,63,V ugm-3
30/04/2001,18,V ugm-3,39,V ugm-3,66,V ugm-3
01/05/2001,10,V ugm-3,31,V ugm-3,47,V ugm-3
02/05/2001,16,V ugm-3,37,V ugm-3,61,V ugm-3
03/05/2001,17,V ugm-3,33,V ugm-3,59,V ugm-3
04/05/2001,17,V ugm-3,35,V ugm-3,61,V ugm-3
05/05/2001,12,V ugm-3,32,V ugm-3,49,V ugm-3
06/05/2001,4,V ugm-3,18,V ugm-3,24,V ugm-3
07/05/2001,6,V ugm-3,23,V ugm-3,33,V ugm-3
08/05/2001,30,V ugm-3,40,V ugm-3,86,V ugm-3
09/05/2001,14,V ugm-3,33,V ugm-3,55,V ugm-3
10/05/2001,15,V ugm-3,42,V ugm-3,65,V ugm-3
11/05/2001,19,V ugm-3,47,V ugm-3,76,V ugm-3
12/05/2001,11,V ugm-3,35,V ugm-3,52,V ugm-3
13/05/2001,6,V ugm-3,31,V ugm-3,39,V ugm-3
14/05/2001,54,V ugm-3,45,V ugm-3,127,V ugm-3
15/05/2001,42,V ugm-3,46,V ugm-3,110,V ugm-3
16/05/2001,45,V ugm-3,46,V ugm-3,115,V ugm-3
17/05/2001,32,V ugm-3,37,V ugm-3,86,V ugm-3
18/05/2001,60,V ugm-3,47,V ugm-3,138,V ugm-3
19/05/2001,55,V ugm-3,56,V ugm-3,140,V ugm-3
20/05/2001,19,V ugm-3,33,V ugm-3,63,V ugm-3
21/05/2001,19,V ugm-3,37,V ugm-3,65,V ugm-3
22/05/2001,12,V ugm-3,33,V ugm-3,51,V ugm-3
23/05/2001,17,V ugm-3,40,V ugm-3,66,V ugm-3
24/05/2001,11,V ugm-3,30,V ugm-3,47,V ugm-3
25/05/2001,22,V ugm-3,34,V ugm-3,67,V ugm-3
26/05/2001,44,V ugm-3,51,V ugm-3,117,V ugm-3
27/05/2001,19,V ugm-3,19,V ugm-3,47,V ugm-3
28/05/2001,16,V ugm-3,14,V ugm-3,37,V ugm-3
29/05/2001,37,V ugm-3,42,V ugm-3,98,V ugm-3
30/05/2001,39,V ugm-3,43,V ugm-3,103,V ugm-3
31/05/2001,36,V ugm-3,43,V ugm-3,97,V ugm-3
01/06/2001,44,V ugm-3,40,V ugm-3,106,V ugm-3
02/06/2001,20,V ugm-3,25,V ugm-3,56,V ugm-3
03/06/2001,16,V ugm-3,28,V ugm-3,53,V ugm-3
04/06/2001,43,V ugm-3,47,V ugm-3,112,V ugm-3
05/06/2001,49,V ugm-3,56,V ugm-3,131,V ugm-3
06/06/2001,33,V ugm-3,34,V ugm-3,84,V ugm-3
07/06/2001,37,V ugm-3,39,V ugm-3,95,V ugm-3
08/06/2001,59,V ugm-3,47,V ugm-3,137,V ugm-3
09/06/2001,51,V ugm-3,50,V ugm-3,128,V ugm-3
10/06/2001,15,V ugm-3,26,V ugm-3,50,V ugm-3
11/06/2001,54,V ugm-3,44,V ugm-3,126,V ugm-3
12/06/2001,41,V ugm-3,46,V ugm-3,109,V ugm-3
13/06/2001,38,V ugm-3,47,V ugm-3,104,V ugm-3
14/06/2001,29,V ugm-3,49,V ugm-3,93,V ugm-3
15/06/2001,51,V ugm-3,44,V ugm-3,123,V ugm-3
16/06/2001,29,V ugm-3,34,V ugm-3,78,V ugm-3
17/06/2001,18,V ugm-3,23,V ugm-3,51,V ugm-3
18/06/2001,44,V ugm-3,40,V ugm-3,108,V ugm-3
19/06/2001,46,V ugm-3,58,V ugm-3,128,V ugm-3
20/06/2001,38,V ugm-3,47,V ugm-3,104,V ugm-3
21/06/2001,39,V ugm-3,45,V ugm-3,104,V ugm-3
22/06/2001,24,V ugm-3,32,V ugm-3,69,V ugm-3
23/06/2001,17,V ugm-3,30,V ugm-3,56,V ugm-3
24/06/2001,13,V ugm-3,36,V ugm-3,55,V ugm-3
25/06/2001,22,V ugm-3,42,V ugm-3,76,V ugm-3
26/06/2001,10,V ugm-3,45,V ugm-3,61,V ugm-3
27/06/2001,35,V ugm-3,46,V ugm-3,99,V ugm-3
28/06/2001,41,V ugm-3,36,V ugm-3,98,V ugm-3
29/06/2001,41,V ugm-3,32,V ugm-3,95,V ugm-3
30/06/2001,41,V ugm-3,32,V ugm-3,94,V ugm-3
01/07/2001,36,V ugm-3,37,V ugm-3,92,V ugm-3
02/07/2001,40,V ugm-3,43,V ugm-3,103,V ugm-3
03/07/2001,19,V ugm-3,33,V ugm-3,62,V ugm-3
04/07/2001,9,V ugm-3,34,V ugm-3,47,V ugm-3
05/07/2001,9,V ugm-3,38,V ugm-3,51,V ugm-3
06/07/2001,35,V ugm-3,53,V ugm-3,107,V ugm-3
07/07/2001,46,V ugm-3,50,V ugm-3,120,V ugm-3
08/07/2001,20,V ugm-3,28,V ugm-3,58,V ugm-3
09/07/2001,47,V ugm-3,38,V ugm-3,108,V ugm-3
10/07/2001,41,V ugm-3,26,V ugm-3,88,V ugm-3
11/07/2001,28,V ugm-3,25,V ugm-3,67,V ugm-3
12/07/2001,36,V ugm-3,30,V ugm-3,84,V ugm-3
13/07/2001,58,V ugm-3,41,V ugm-3,129,V ugm-3
14/07/2001,53,V ugm-3,39,V ugm-3,119,V ugm-3
15/07/2001,29,V ugm-3,31,V ugm-3,75,V ugm-3
16/07/2001,24,V ugm-3,35,V ugm-3,72,V ugm-3
17/07/2001,10,V ugm-3,27,V ugm-3,42,V ugm-3
18/07/2001,46,V ugm-3,35,V ugm-3,106,V ugm-3
19/07/2001,46,V ugm-3,37,V ugm-3,108,V ugm-3
20/07/2001,60,V ugm-3,48,V ugm-3,139,V ugm-3
21/07/2001,49,V ugm-3,34,V ugm-3,109,V ugm-3
22/07/2001,27,V ugm-3,26,V ugm-3,67,V ugm-3
23/07/2001,53,V ugm-3,47,V ugm-3,128,V ugm-3
24/07/2001,52,V ugm-3,46,V ugm-3,125,V ugm-3
25/07/2001,35,V ugm-3,47,V ugm-3,100,V ugm-3
26/07/2001,34,V ugm-3,51,V ugm-3,102,V ugm-3
27/07/2001,45,V ugm-3,56,V ugm-3,124,V ugm-3
28/07/2001,28,V ugm-3,53,V ugm-3,96,V ugm-3
29/07/2001,16,V ugm-3,44,V ugm-3,67,V ugm-3
30/07/2001,48,V ugm-3,41,V ugm-3,114,V ugm-3
31/07/2001,34,V ugm-3,27,V ugm-3,80,V ugm-3
01/08/2001,26,V ugm-3,35,V ugm-3,75,V ugm-3
02/08/2001,19,V ugm-3,39,V ugm-3,68,V ugm-3
03/08/2001,48,V ugm-3,44,V ugm-3,118,V ugm-3
04/08/2001,51,V ugm-3,39,V ugm-3,117,V ugm-3
05/08/2001,24,V ugm-3,29,V ugm-3,66,V ugm-3
06/08/2001,43,V ugm-3,32,V ugm-3,99,V ugm-3
07/08/2001,40,V ugm-3,32,V ugm-3,99,V ugm-3
08/08/2001,43,V ugm-3,34,V ugm-3,100,V ugm-3
09/08/2001,48,V ugm-3,40,V ugm-3,114,V ugm-3
10/08/2001,66,V ugm-3,43,V ugm-3,144,V ugm-3
11/08/2001,38,V ugm-3,31,V ugm-3,90,V ugm-3
12/08/2001,19,V ugm-3,18,V ugm-3,46,V ugm-3
13/08/2001,37,V ugm-3,29,V ugm-3,85,V ugm-3
14/08/2001,44,V ugm-3,46,V ugm-3,113,V ugm-3
15/08/2001,34,V ugm-3,54,V ugm-3,105,V ugm-3
16/08/2001,47,V ugm-3,39,V ugm-3,113,V ugm-3
17/08/2001,56,V ugm-3,48,V ugm-3,133,V ugm-3
18/08/2001,18,V ugm-3,40,V ugm-3,67,V ugm-3
19/08/2001,17,V ugm-3,24,V ugm-3,50,V ugm-3
20/08/2001,52,V ugm-3,42,V ugm-3,121,V ugm-3
21/08/2001,39,V ugm-3,41,V ugm-3,100,V ugm-3
22/08/2001,50,V ugm-3,53,V ugm-3,129,V ugm-3
23/08/2001,49,V ugm-3,65,V ugm-3,139,V ugm-3
24/08/2001,45,V ugm-3,61,V ugm-3,131,V ugm-3
25/08/2001,33,V ugm-3,49,V ugm-3,99,V ugm-3
26/08/2001,11,V ugm-3,22,V ugm-3,38,V ugm-3
27/08/2001,10,V ugm-3,22,V ugm-3,38,V ugm-3
28/08/2001,57,V ugm-3,47,V ugm-3,135,V ugm-3
29/08/2001,33,V ugm-3,42,V ugm-3,96,V ugm-3
30/08/2001,71,V ugm-3,59,V ugm-3,167,V ugm-3
31/08/2001,55,V ugm-3,38,V ugm-3,122,V ugm-3
01/09/2001,56,V ugm-3,43,V ugm-3,128,V ugm-3
02/09/2001,21,V ugm-3,21,V ugm-3,53,V ugm-3
03/09/2001,56,V ugm-3,36,V ugm-3,121,V ugm-3
04/09/2001,40,V ugm-3,38,V ugm-3,99,V ugm-3
05/09/2001,68,V ugm-3,41,V ugm-3,145,V ugm-3
06/09/2001,56,V ugm-3,37,V ugm-3,124,V ugm-3
07/09/2001,59,V ugm-3,36,V ugm-3,126,V ugm-3
08/09/2001,44,V ugm-3,35,V ugm-3,101,V ugm-3
09/09/2001,21,V ugm-3,25,V ugm-3,56,V ugm-3
10/09/2001,66,V ugm-3,46,V ugm-3,146,V ugm-3
11/09/2001,69,V ugm-3,42,V ugm-3,147,V ugm-3
12/09/2001,55,V ugm-3,37,V ugm-3,121,V ugm-3
13/09/2001,51,V ugm-3,35,V ugm-3,113,V ugm-3
14/09/2001,77,V ugm-3,46,V ugm-3,163,V ugm-3
15/09/2001,40,V ugm-3,30,V ugm-3,91,V ugm-3
16/09/2001,23,V ugm-3,26,V ugm-3,61,V ugm-3
17/09/2001,34,V ugm-3,29,V ugm-3,81,V ugm-3
18/09/2001,16,V ugm-3,21,V ugm-3,46,V ugm-3
19/09/2001,36,V ugm-3,34,V ugm-3,91,V ugm-3
20/09/2001,42,V ugm-3,36,V ugm-3,99,V ugm-3
21/09/2001,80,V ugm-3,54,V ugm-3,176,V ugm-3
22/09/2001,62,V ugm-3,46,V ugm-3,140,V ugm-3
23/09/2001,10,V ugm-3,21,V ugm-3,37,V ugm-3
24/09/2001,25,V ugm-3,37,V ugm-3,76,V ugm-3
25/09/2001,102,V ugm-3,64,V ugm-3,220,V ugm-3
26/09/2001,52,V ugm-3,53,V ugm-3,132,V ugm-3
27/09/2001,60,V ugm-3,43,V ugm-3,134,V ugm-3
28/09/2001,59,V ugm-3,51,V ugm-3,142,V ugm-3
29/09/2001,73,V ugm-3,53,V ugm-3,164,V ugm-3
30/09/2001,17,V ugm-3,23,V ugm-3,49,V ugm-3
01/10/2001,31,V ugm-3,30,V ugm-3,76,V ugm-3
02/10/2001,49,V ugm-3,42,V ugm-3,116,V ugm-3
03/10/2001,41,V ugm-3,37,V ugm-3,100,V ugm-3
04/10/2001,46,V ugm-3,40,V ugm-3,111,V ugm-3
05/10/2001,39,V ugm-3,45,V ugm-3,104,V ugm-3
06/10/2001,39,V ugm-3,38,V ugm-3,97,V ugm-3
07/10/2001,11,V ugm-3,19,V ugm-3,36,V ugm-3
